Day,Time,Food_Item,Food_Category,Food_SubType,Food_Type,Weather,Price,Previous_Sales,Is_Friday,Is_Weekend,Is_Special_Day,Demand
Saturday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,30,0,1,0,28
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,21,0,1,0,19
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,24,0,0,1,22
Thursday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,24,0,0,0,24
Tuesday,Evening,Tea,Fresh,Drink,Veg,Sunny,50,6,0,0,0,5
Monday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,23,0,0,0,22
Wednesday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,28,0,0,0,33
Saturday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,26,0,1,0,31
Monday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,24,0,0,0,24
Thursday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,5,0,0,0,4
Friday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,18,1,0,1,16
Saturday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,23,0,1,0,24
Monday,Evening,Juice,Fresh,Drink,Veg,Rainy,120,26,0,0,1,27
Saturday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,13,0,1,0,15
Thursday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,15,0,0,0,15
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,6,0,0,0,5
Friday,Lunch,Tea,Fresh,Drink,Veg,Cloudy,50,7,1,0,0,6
Tuesday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,16,0,0,0,18
Tuesday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,22,0,0,0,25
Monday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,12,0,0,0,13
Friday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,13,1,0,0,13
Thursday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,27,0,0,1,29
Tuesday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,21,0,0,1,23
Friday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,20,1,0,0,20
Wednesday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,17,0,0,0,16
Saturday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,5,0,1,0,5
Monday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,15,0,0,0,16
Monday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,27,0,0,0,28
Tuesday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,12,0,0,1,11
Saturday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,7,0,1,1,7
Wednesday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,18,0,0,0,16
Thursday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,13,0,0,0,13
Friday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,17,1,0,0,16
Monday,Lunch,Chocolate,Packed,Dessert,Veg,Rainy,200,21,0,0,1,21
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,29,0,1,0,31
Thursday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,18,0,0,1,18
Friday,Evening,Tea,Fresh,Drink,Veg,Sunny,50,17,1,0,0,20
Saturday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,12,0,1,0,11
Wednesday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,30,0,0,0,28
Wednesday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,28,0,0,0,26
Sunday,Morning,Tea,Fresh,Drink,Veg,Rainy,50,13,0,1,0,14
Friday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,25,1,0,0,27
Sunday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,26,0,1,0,24
Wednesday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,21,0,0,0,22
Saturday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,8,0,1,1,7
Wednesday,Morning,SoftDrink,Packed,Drink,Veg,Sunny,180,9,0,0,1,8
Friday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,16,1,0,0,17
Monday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,5,0,0,0,4
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,18,0,0,1,18
Thursday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,25,0,0,1,23
Thursday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,19,0,0,0,20
Thursday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,29,0,0,0,28
Thursday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,24,0,0,0,22
Wednesday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,8,0,0,0,8
Sunday,Lunch,Chips,Packed,Snack,Veg,Cloudy,150,16,0,1,1,18
Thursday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,10,0,0,0,10
Wednesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,15,0,0,0,17
Sunday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,22,0,1,0,20
Friday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,15,1,0,0,15
Friday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,25,1,0,0,29
Sunday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,19,0,1,1,18
Thursday,Morning,Chips,Packed,Snack,Veg,Rainy,150,24,0,0,0,21
Monday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,13,0,0,0,13
Sunday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,9,0,1,0,9
Thursday,Morning,SoftDrink,Packed,Drink,Veg,Sunny,180,24,0,0,0,27
Sunday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,8,0,1,0,8
Tuesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,22,0,0,1,26
Tuesday,Morning,Chips,Packed,Snack,Veg,Sunny,150,20,0,0,0,19
Friday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,5,1,0,1,5
Tuesday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,11,0,0,1,10
Saturday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,20,0,1,1,19
Saturday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,23,0,1,0,22
Tuesday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,23,0,0,0,21
Saturday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,6,0,1,0,6
Monday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,17,0,0,0,19
Monday,Morning,Veg_Rice,Fresh,Meal,Veg,Sunny,420,17,0,0,1,16
Monday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,26,0,0,0,29
Thursday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,5,0,0,0,4
Friday,Evening,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,13,1,0,0,13
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,11,0,0,1,10
Sunday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,5,0,1,0,4
Saturday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,8,0,1,1,7
Tuesday,Morning,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,16,0,0,0,18
Sunday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,21,0,1,0,22
Sunday,Evening,Cake_Piece,Packed,Dessert,Veg,Sunny,220,10,0,1,0,11
Saturday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,23,0,1,1,25
Tuesday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,24,0,0,0,28
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,29,0,1,0,31
Thursday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,28,0,0,0,27
Saturday,Evening,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,29,0,1,0,34
Sunday,Morning,Tea,Fresh,Drink,Veg,Sunny,50,25,0,1,0,23
Tuesday,Evening,Chocolate,Packed,Dessert,Veg,Rainy,200,19,0,0,0,17
Sunday,Evening,Chocolate,Packed,Dessert,Veg,Rainy,200,23,0,1,0,21
Saturday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,23,0,1,0,22
Sunday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,11,0,1,0,12
Saturday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,13,0,1,1,14
Tuesday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,14,0,0,0,16
Saturday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,24,0,1,0,27
Saturday,Morning,Veg_Rice,Fresh,Meal,Veg,Sunny,420,29,0,1,0,32
Sunday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,23,0,1,0,23
Thursday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,30,0,0,0,30
Tuesday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,18,0,0,0,21
Friday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,7,1,0,0,8
Sunday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,16,0,1,1,14
Wednesday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,29,0,0,0,26
Monday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,29,0,0,1,26
Thursday,Morning,Veg_Rice,Fresh,Meal,Veg,Rainy,420,12,0,0,1,12
Monday,Morning,Cake_Piece,Packed,Dessert,Veg,Rainy,220,19,0,0,0,19
Monday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,23,0,0,0,22
Monday,Morning,Cake_Piece,Packed,Dessert,Veg,Rainy,220,15,0,0,0,14
Monday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,27,0,0,1,31
Wednesday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,7,0,0,1,6
Monday,Morning,Chips,Packed,Snack,Veg,Rainy,150,29,0,0,0,27
Tuesday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,14,0,0,0,14
Monday,Morning,SoftDrink,Packed,Drink,Veg,Sunny,180,21,0,0,0,19
Wednesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,8,0,0,0,9
Wednesday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,11,0,0,0,11
Thursday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,6,0,0,1,6
Monday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,16,0,0,0,15
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,10,0,0,0,9
Sunday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,16,0,1,0,18
Sunday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,17,0,1,1,20
Tuesday,Morning,Chips,Packed,Snack,Veg,Sunny,150,17,0,0,0,18
Tuesday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,26,0,0,1,30
Thursday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,18,0,0,1,16
Tuesday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,27,0,0,0,26
Tuesday,Evening,Cake_Piece,Packed,Dessert,Veg,Sunny,220,17,0,0,1,16
Sunday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,30,0,1,1,27
Friday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,26,1,0,1,26
Sunday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,29,0,1,0,26
Tuesday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,18,0,0,0,19
Monday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,12,0,0,0,14
Friday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,30,1,0,0,35
Thursday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,20,0,0,0,19
Wednesday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,12,0,0,0,14
Monday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,28,0,0,1,26
Tuesday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,25,0,0,0,23
Monday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,18,0,0,0,19
Monday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,12,0,0,0,14
Tuesday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,13,0,0,0,13
Sunday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,23,0,1,0,26
Wednesday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,14,0,0,1,15
Wednesday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,23,0,0,1,25
Monday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,20,0,0,0,23
Saturday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,14,0,1,0,15
Monday,Evening,Juice,Fresh,Drink,Veg,Rainy,120,29,0,0,0,31
Thursday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,17,0,0,0,19
Sunday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,27,0,1,0,25
Saturday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,29,0,1,0,29
Monday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,20,0,0,1,22
Monday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,16,0,0,0,14
Saturday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,9,0,1,0,10
Saturday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,17,0,1,1,18
Saturday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,21,0,1,0,22
Tuesday,Lunch,Tea,Fresh,Drink,Veg,Sunny,50,24,0,0,0,27
Wednesday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,25,0,0,0,28
Wednesday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,6,0,0,0,5
Thursday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,18,0,0,0,17
Tuesday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,30,0,0,0,27
Sunday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,12,0,1,0,12
Thursday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,20,0,0,0,18
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,25,0,0,1,23
Thursday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,12,0,0,0,13
Sunday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,20,0,1,0,21
Friday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,17,1,0,0,17
Wednesday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,12,0,0,0,11
Friday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,13,1,0,0,14
Thursday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,22,0,0,0,20
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,25,0,0,0,22
Thursday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,18,0,0,0,18
Tuesday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,15,0,0,0,16
Monday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,11,0,0,0,11
Monday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,18,0,0,0,20
Monday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,9,0,0,0,9
Thursday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,9,0,0,0,9
Monday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,14,0,0,0,13
Wednesday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,28,0,0,0,29
Wednesday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,27,0,0,1,26
Friday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,24,1,0,0,26
Sunday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,16,0,1,1,14
Sunday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,12,0,1,0,11
Monday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,14,0,0,0,13
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,16,1,0,1,18
Friday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,15,1,0,0,13
Tuesday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,30,0,0,0,33
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,26,0,1,0,30
Friday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,25,1,0,1,27
Thursday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,7,0,0,0,7
Tuesday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,21,0,0,0,20
Friday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,13,1,0,0,13
Monday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,11,0,0,1,12
Thursday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,5,0,0,1,4
Thursday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,7,0,0,1,8
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Rainy,200,21,0,0,1,23
Sunday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,12,0,1,0,10
Thursday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,23,0,0,1,23
Thursday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,13,0,0,0,12
Friday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,6,1,0,1,6
Saturday,Lunch,Veg_Rice,Fresh,Meal,Veg,Sunny,420,17,0,1,1,19
Friday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,12,1,0,1,11
Wednesday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,21,0,0,0,21
Thursday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,26,0,0,1,29
Sunday,Lunch,Tea,Fresh,Drink,Veg,Cloudy,50,12,0,1,0,13
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,15,0,0,1,16
Thursday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,16,0,0,0,17
Thursday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,27,0,0,1,31
Monday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,26,0,0,1,23
Saturday,Morning,Idly,Fresh,Meal,Veg,Cloudy,310,23,0,1,0,27
Monday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,19,0,0,0,20
Monday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,6,0,0,0,5
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Sunny,220,22,0,0,0,24
Monday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,28,0,0,0,28
Sunday,Evening,Tea,Fresh,Drink,Veg,Sunny,50,16,0,1,0,16
Saturday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,14,0,1,0,13
Saturday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,20,0,1,0,23
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,9,0,1,0,9
Monday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,23,0,0,0,22
Saturday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,9,0,1,0,9
Sunday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,7,0,1,0,6
Thursday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,10,0,0,0,10
Wednesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,6,0,0,0,6
Friday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,22,1,0,0,21
Sunday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,30,0,1,0,34
Friday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,15,1,0,0,17
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,21,0,0,0,24
Friday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,11,1,0,0,11
Wednesday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,26,0,0,0,24
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,22,1,0,0,24
Sunday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,20,0,1,0,23
Tuesday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,14,0,0,0,12
Monday,Morning,Chips,Packed,Snack,Veg,Rainy,150,27,0,0,0,25
Thursday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,27,0,0,1,24
Friday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,22,1,0,1,20
Tuesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,15,0,0,0,17
Friday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,20,1,0,0,21
Sunday,Morning,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,11,0,1,0,11
Wednesday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,23,0,0,0,20
Thursday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,21,0,0,0,19
Friday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,24,1,0,0,25
Saturday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,13,0,1,0,12
Monday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,20,0,0,1,19
Wednesday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,9,0,0,0,10
Tuesday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,27,0,0,1,27
Monday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,24,0,0,0,26
Wednesday,Lunch,Veg_Rice,Fresh,Meal,Veg,Sunny,420,24,0,0,0,27
Sunday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,11,0,1,0,10
Sunday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,7,0,1,0,6
Sunday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,11,0,1,0,11
Sunday,Lunch,Juice,Fresh,Drink,Veg,Sunny,120,28,0,1,0,31
Sunday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,15,0,1,1,16
Monday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,24,0,0,0,24
Wednesday,Lunch,Juice,Fresh,Drink,Veg,Sunny,120,8,0,0,1,9
Thursday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,23,0,0,0,25
Wednesday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,9,0,0,0,8
Saturday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,6,0,1,0,7
Wednesday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,20,0,0,1,21
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,26,0,1,0,27
Wednesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,15,0,0,0,13
Friday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,28,1,0,0,25
Wednesday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,29,0,0,0,31
Wednesday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,15,0,0,1,14
Tuesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,30,0,0,0,29
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,15,0,0,0,15
Wednesday,Lunch,Juice,Fresh,Drink,Veg,Sunny,120,28,0,0,0,27
Tuesday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,29,0,0,0,33
Wednesday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,5,0,0,0,5
Thursday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,12,0,0,0,12
Friday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,26,1,0,1,25
Thursday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,20,0,0,0,20
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,22,0,0,1,25
Friday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,16,1,0,1,15
Tuesday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,26,0,0,0,28
Sunday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,5,0,1,1,4
Saturday,Morning,Chips,Packed,Snack,Veg,Sunny,150,5,0,1,0,5
Sunday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,14,0,1,0,15
Friday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,11,1,0,0,11
Wednesday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,15,0,0,0,15
Friday,Lunch,Chips,Packed,Snack,Veg,Sunny,150,15,1,0,0,14
Thursday,Evening,Chips,Packed,Snack,Veg,Sunny,150,12,0,0,1,12
Tuesday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,20,0,0,0,18
Tuesday,Evening,Chocolate,Packed,Dessert,Veg,Rainy,200,23,0,0,0,20
Friday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,16,1,0,0,16
Saturday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,18,0,1,0,20
Tuesday,Evening,Cake_Piece,Packed,Dessert,Veg,Sunny,220,28,0,0,0,26
Saturday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,21,0,1,1,23
Friday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,13,1,0,0,12
Thursday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,5,0,0,0,5
Thursday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,22,0,0,1,20
Sunday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,9,0,1,0,10
Saturday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,11,0,1,1,12
Friday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,19,1,0,0,17
Thursday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,24,0,0,0,23
Friday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,15,1,0,0,13
Tuesday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,27,0,0,0,24
Wednesday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,15,0,0,1,15
Sunday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,23,0,1,1,26
Thursday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,5,0,0,0,5
Monday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,7,0,0,0,8
Wednesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,10,0,0,0,10
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,9,0,1,0,8
Saturday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,20,0,1,0,22
Sunday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,13,0,1,0,13
Friday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,29,1,0,1,28
Monday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,21,0,0,0,24
Monday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,23,0,0,0,23
